author,stars,comment
"adieruddinhm",5,"Barang sampai fengan selamat   Terima kasih seller semuanya ok tak ada masalah   Cream ini sesuai untuk semua kulit taw sangat² recommended"
"haziqzikry21",5,"Skin Suitability:thanks for your time and help  Thinks it's a lot of fun of you being a good luck with your"
"haniarrifaei",5,"Alhamdulillah dah sampai. Maaf gambar tak ada kaitan dengan barang yang di order. Ni kali ketiga repeat produk ni. mungkin akan repeat lagi."
"leeyong8558",5,"Barang sampai dalam keadaan yang Selamat Dan bungkusan baik"
"eman2k1",5,"solid ! , semoga ada manfaat dan penambahbaikan selepas penggunaan"
"ayyash87",5,"terbaikk.. penghantaran cepat dan di bungkus dgn baik..👍🏻👍🏻"
"t*****6",5,"Absorption:cepat meresap Skin Suitability:sesuai  Da berbotol beli ni. Lepas tu saja try brand lain tapi beralih semula ke ni. Best sangat."
"sallehahms",5,"Penghantaran cepatttt..hr ni oder..esok sampai..terbaik"
"f*****3",5,"Absorption:berkesan Skin Suitability:sesuai...rse ringan je"
"p*****h",5,"Absorption:ok Skin Suitability:so far cam sesuai dengan i  Kene try lama lagi. Tp so far so good. Dry skin i improved."
"f*****2",5,"Skin Suitability:good"
"syaaz110",5,"Sorry gambar takdak kena mengenaaa okay barang baikkk semua selamat thankyou seller 😍"
"miedyo336",5,"Tq mmg pakai ni je sbb sesuai kulit kering, xkering dh"
"m*****a",5,"Skin Suitability:dipercayai Absorption:untuk skin sensitif  bekas kali keberapa pun tk thu sebab selalu pakai"
"a*****y",5,"Love it !! 🩵"
"s*****l",5,"Banyak kali repeat. shopee lagi murah dr kedai sebelah. recomended. fast shipping."
"yeepy803",5,"Know 😉 I am I missing something here 😭😭😭 to be a good day please"
"mohdazizimohdrazab",5,"Barang dalam keadaan baik dan terkawal. Memang puas hati dan memuaskan."
"u*****e",5,"Terbaik for my son"
"farah_diana00",5,"Skin Suitability:barang dah sampai,cepat terima kasih.."
"siti_norniam",5,"Skin Suitability:good"
"mtheojsosyz",5,"Skin Suitability:Very good, I recommend using this."
"d*****_",5,"Absorption:sangat bagusss Skin Suitability:baikkkz  banyak kali dh beli maaf gambar tiada kaitan"
"mrohamiza",5,"xtau dh brp kali bli..mmg repeat je setiap kali nk abis.."
"ariffis",5,"Barang ok...semua ok....original dan baik untuk digunakan"
"yasminhhamid",5,"Absorption:Easily absorbed and good texture."
"n*****4",5,"Skin Suitability:oily  cepat meresap, first time guna overall ok"
"z*****y",5,"Absorption:senang meresap Skin Suitability:tak pastila  Dah pakai tapi biasejekot cuma untuk moisturize sgt bantu ."
"hanim016",5,"Banyak kali repeat... suka dgn brand ni , cepat puj cepat suka suka suka"
"n*****8",5,"produk ok guna dari 2023 tak tuka lain dah"
"l*****e",5,"Skin Suitability:Havent try Absorption:Havent try  First time buy and try. Harap ok"
"n*****i",5,"Effectiveness:effective for my sensitive acne prone skin Skin Suitability:suitable for acne prone sensitive skin"
"khairul_hafiz_98",5,"Terima kasih seller... Maaf gambar tidak berkait"
"mspepperpots",5,"Suitable for combination skin also... Highly recommend"
"s*****h",5,"terima kasih seller dah guna  alhamdulillah setakat ni pakai ok"
"charleneeeee_",5,"Product is ok but can improve more good on packaging. Will try out this moisturizer to see the result thanks 🙏🏻"
"afreenaisya",5,"Skin Type:suka snagt Absorption:dah dua Kali repattt"
"h*****3",5,"Absorption:haven't tried yet Skin Suitability:haven't tried yet  Arrived safely and quite fast too..."
"z*****s",5,"当大家看到我的这一篇评价时，表示我对产品是认可的，尽管我此刻的评论是复制粘贴的。这一方面是为了肯定商家的服务，另一方面是为了节省自己的时间，因为差评我会直接说为什么的。所以大家就当做是产品质量合格的意思来看就行了。最后祝店家越做越好，大家幸福平安，中华民族繁荣昌盛。"
"h*****7",5,"Produk bagus. Dah beli banyak kali. Gambar tiada kene mengena. Tujuaan nak collect coin"
"i*****i",5,"Received with good condition"
"i*****g",5,"Absorption:absorption yes it is good okay Skin Suitability:skin suitability okay yes is okay"
"azainie",5,"Skin Suitability:combination  Ni dh botol ke4 sy... Love sgt...  Muka jdi moist ja.. tq seller"
"a*****r",5,"Pakai balik skintific lepas stop kejap. Mcm biasa moisturizer skintific mmg best. Boleh try sape belum try. Tq seller"
"hafiz_295666",5,"Nice products"
"x*****4",5,"Will buy again next time. Fast delivery. Good service....."
"khaizuranhaziiq12",5,"Effectiveness:puas hati  belum cuba lagi slalu pkai brand lain tp nk cuba yg ni tengok"
"s*****3",5,"Maaf ye video dan gambar tiada kaitan. Dah beberapa kali repeat mmg the best produk. Sesuai untuk saya"
"daniiiaalfitriii",5,"Barang sampai tepat sebelum due date. Selamat dan tak rosak. Kualiti barang seperti yang telah diiklankan. Terima kasih courier dan seller. Bye"
"kyraqistina",5,"Memang tak diragui, dh byk repeat order.. Laju dan produk terbaik!"
"r*****9",5,"Barang sampai dengan baik seperti yang diorder. Boleh repeat order"
"s*****k",5,"My daily moisturizer. Love it"
"96nurhayati",5,"Skin Suitability:ok Absorption:ok  Alhamdulillah dah sampai mmng besar packaging dia, tq seller"
"norliayati45947",5,"Bagus sis tq boss i like it"
"a*****i",5,"Tq seller…👍👍"
"agchin",5,"Received in good condition 👍"
"adoth.j1101",5,"Beli sda byk kalii.. kali ini beli besar terus.. ini ja sesuai smasa pregnat"
"rizla_81",5,"Barang diterima dengan baik"
"leongkuan116",5,"Thanks for free gift"
"a*****h",5,"Lebih berpatutan bila beli di sopee, berbanding di drugstore, sibbaik pos dari sabah, laju siket"
"n*****1",5,"Da byk kali beli..beli time live dpt diskaun...berbaloi...smpai pn cpt...."
"i*****i",5,"My 2nd times purchased!"
"b*****p",5,"Skin Type:Suitable for dry skin. Absorption:Okok lah  价格实惠，质量杠杠的，非常好的一次购物，下次还来👍"
"s*****u",5,"Absorption:好用经济"
"abdullahsulieman",5,"Barang sampai dgn Selamat..a Laju..terbaik seller"
"s*****_",5,"Its good for the skin"
"nurshafiqah108",5,"barang ok, parcel ok, delivery ok, skintific ok, duit ok lagi alhamdullilah . ok bye"
"i*****1",5,"Skin Suitability:oily-dry skin Absorption:the best but sometimes it makes my face looks a little but oily. but overall good"
"w*****1",5,"只够用一个月，用来修复屏障受损挺好用的"
"s*****n",5,"Skin Suitability:ok Absorption:ok  Laju..Tq seller"
"a*****r",5,"Skin Suitability:not very oil after put on Absorption:quick absorption and comfortable  Good"
"rinaetaw00",5,"Skin Suitability:ok Absorption:ok  Repeat yg kdua kli serasi dngan muka sy"
"gethachan",5,"Bought it during sale! Happiest 🙈"
"n*****7",5,"Absorption:menyerap denga baik ..sesuai uuntuk kulit kering Skin Suitability:sesuai untuk kulit kering"
"adrianadamia340",5,"Skin Type:normal to mild combination skin  daa repeat 2 bekass and skin makin better 😍"
"n*****9",5,"Banyak kali repeat sebab yang ni je sesuai.. dan sejenis malas nak try & error.. so masih setia dengan ni..."
"diana.wmy123",5,"Dah 5 kali repeat"
"m*****l",5,"Sesuai dengan skin saya"
"n*****y",5,"Memang best pakai ni.ni kali kedua repeat order.thank you so much."
"f*****n",5,"Skin Suitability:okay Absorption:okay  Repeat for several times already"
"hasroyroslan",5,"Barng slamat smpai..nk try klu kne nga kulit blh repeat lgi"
"x*****n",5,"Absorption:好 Skin Suitability:喜欢  第一次购买 运输很快到貨 个人很喜歡這個牌子 目前用到很不錯，下次還會再回購！非常推荐干皮的人使用👍🏻"
"a*****h",5,"good"
"s*****a",5,"Skin Suitability:oily skin Absorption:meresap ke kulit muka sy  Terbaik👍🏻"
"a*****a",5,"Many time repeat very suit to me i really recomended repeat agains"
"ikaangah046",5,"Skin Suitability:fv skincare"
"c*****0",5,"Skin Suitability:a l l skin Effectiveness:good  Already purchase many times. Not oily suitable for all skin. Thank you seller"
"charleneeeee_",5,"Hopefully can improve more safety in packaging.  So far product is ok will repurchase again  Thanks."
"a*****y",5,"Love it ! 🩵"
"p*****0",5,"Good product lain kali saya repeat lagi sebab murah Oky original kan hopefully Betul lah huhu"
"hana..1",5,"Sangat puas 👍🏻👍🏻"
"pf2383",5,"Not yet to check"
"eliamojd",5,"Hasbunallahu wa ni’mal wakeel Cukuplah Allah sebagai pelindung kami, dan Dia sebaik-baik tempat berserah."
"_*****_",5,"Not my first purchase, repeated purchase. Recommended for budget buy."
"c*****9",5,"very smooth and suitable with my skin"
"i*****3",5,"Produk yang baik. Berkesan untuk kulit saya. Hebat"
"berrykgym",5,"you can never go wrong with skintific gess <3"
"eifailias",5,"Sesuai utk kulit combination more to dry and sensitive.."
"afihaasyrina",5,"Pelembap.. mudah meresap ke kulit. Ringan jerk apabila apply ke muka.. terasa lembut. Keberkesanan terhasil apabila kulit kering menjadi lembap. Terjaga laa sedikit muka ni. Tq"
"d*****e",5,"Shopee is a leading e-commerce platform in Southeast Asia and Taiwan that offers a convenient, secure, and user-friendly online shopping experience, connecting millions of buyers and sellers through a wide range of products, including electronics, fashion, home essentials, and more, while ensuring efficient logistics, secure payment options, and customer support services; with its mobile-first approach, regular promotional campaigns, and integrated digital wallet ShopeePay, the platform continues to grow rapidly, empowering both consumers and small businesses by fostering a vibrant and inclusive digital economy across the region, ultimately becoming a trusted destination for affordable and accessible online retail experiences."
"bizmodrive",5,"5x ceramide terasa segar"
"lsc225",5,"Skin Suitability:Ok Absorption:Hope ok"
"h*****3",5,"Good"
"1b3to32fjp",5,"Good"
"sazalia517",5,"Alhamdulillah brg smpai dlm keadaan baik...maaf gmbaq x dk kna mgena...bli time live dpt sale mmg murah sungguh..tq seller"
"a*****7",5,"2 tahun setia dengan moisturizer ni."
"carmenyip0503",5,"Multiple purchase, really love buying during their promos! Love their gifts too!"
"edmundgang",5,"Good"
"stanley1201",5,"Baru Cuba 👌"
"_*****_",5,"Absorption:fast"
"siewwoon0725",5,"Goooooooooooooooooooooood"
"n*****4",5,"Skin Suitability:elok utk semua jenis skin  Jerawat cepat kecut"
"h*****n",5,"Skin Suitability:Sangat sesuai dgn kulit normal Absorption:Mudah meresap"
"mkhiuj11jy",5,"cheap especially during live and crazy voucher tq seller must but recommended"
"min_edin",5,"Mcm biasa, delivery laju. Btol ke 3 sudaa"
"syamimo_5087",5,"besar"
"roybernande090",5,"Dh 3 botol hbis maksudnya? Bgus!!!!"
"noorulhidayu090",5,"Mosturizer dh smpai , hope ok dgn skin ."
"h*****o",5,"repeat again, but in big size😄"
"ohe7xzrlni",5,"I like it"
"s*****c",5,"Products reached in good condition. Thank you seller."
"s*****x",5,"good"
"c*****_",5,"Good"
"m*****2",5,"Absorption:Absorpstion quite fast  Very recommended for combination type skin like mine. Normal skin plus flaky dry on nose and smile line area"
"s*****a",5,"so smooth on my skin i love it"
"puterinadhirah03",5,"Skin Suitability:sesuai dengan kulit muka  Boleh repeat lagi nnti"
"w*****d",5,"Thank you! I like the effect. Face looks clean after usage"
"honeyhakimi",5,"Good product"
"annanurman",5,"Thanks for your assistance and thank you to the courier service team"
"selinsim",5,"So good so far...  Repeated purchases for the second time. Good absorption of moisturiser gel"
"k*****0",5,"Effectiveness:ok Skin Suitability:ko  Menjadi seorang yang hensem ni bukan sesuatu yang mudah memerlukan tahap mental yang tinggi dan"
"a*****i",5,"Skin Suitability:all skin type  The best moisturizer i had!🥰"
"n*****n",5,"Tak pasti Kali ke berapa dah repeat beli.."
"linalim00",5,"Good"
"g*****7",5,"Absorption:great absorption Skin Suitability:all skin type especially sensitive  Great!"
"syarinamustarudin",5,"Dah banyak Kali repeat dgn produk ni.. sesuai dengan muka"
"nurldayh",5,"dah sampai"
"raihahhaszelizam",5,"tqvreoeat ok hrp okdbbeje  ebjebeu3ueb uwuwu ueeu"
"a*****a",5,"Ok utk base makeup"
"a*****n",5,"Skin Suitability:dry/oily  Good for all skin type , always the bestt thanks seller"
"sharieza_",5,"Absorption:Skintific je yang sesuai dgn muka"
"aliff_hafizzul",5,"Skin Suitability:10/10⭐️ Absorption:10/10⭐️  Perfect😘"
"robbyphua18",5,"Fast received."
"jonitasabin",5,"Skin Suitability:Sangat berkesan Absorption:Baik"
"s*****a",5,"Absorption:sgt cepat serap yaa Skin Suitability:overall skrg xde pape jadi.. sesuai lah kot kan.."
"m*****e",5,"good"
"aidayasmine231",5,"Absorption:bagus"
"niahahsia",5,"Absorb nicee tak rasa melekit langsung"
"drazian",5,"Have used these products repeatedly."
"xxtarlight",5,"Second time buying. Good product because it suits my skin."
"aness_muneerah",5,"Skin Suitability:Dry skin Absorption:Gel  Alhamdulillah.. Da banyak kali repeat.. sangat sesuai dgn skin.. tqsm seller❤️"
"ogyzahari",5,"Bestt doh pakai , dah banyak kali beli .. sesuai dooh dengan kulit muka yang semsitif nii"
"t*****a",5,"Good for hydration. Last longer 👍"
"syuhadazainudin98",5,"Skin Suitability:berkesan😍 Absorption:cepat meresap"
"nickypuiying",5,"Absorption:👍🏻👍🏻👍🏻👍🏻👍🏻 Skin Suitability:🥰🥰🥰🥰🥰  收到货，第一时间拆包装，质量非常好，与卖家描述一致，完全超出我的期望值，包装很仔细、严实，总的来说这次是很满意的一次购物，感谢卖家。"
"e*****l",5,"Absorption:5/10 Skin Suitability:5/10  I have ezema and red sensitive skin . As for now i dont see and improvement yet . My skin still itchy and reddish"
"faizarbani615",5,"Skin Suitability:semoga ngam dengan muka saya 🙏🙏"
"shannonteo16",5,"good love it!"
"eamjth",5,"可以帮助舒缓痘痘 保湿的话目前还没看出效果"
"nursahiddah",5,"Alhamdulillah sesuai dengan kulit muka yang sensitif.. Hari ke 4 pakai ada perubahan sikit..  Pakai waktu malam sahaja 🤗 will be repeat again"
"nurdalilanajihahbintimur",4,"Skin Suitability:ok Effectiveness:ok  Parcel sampai dalam keadaan yang elok, okay tidak ada apa-apa masalah. Penghantaran pun laju. Tq seller"
"d*****3",4,"Texture:smooth Skin Type:combination  i have sensitive, acne prone skin. doesnt suit me very well but i love the smell"
"t*****i",4,"Absorption:fast Skin Suitability:all skin type  Kadan kulit berminyak takpun kering tp mosturizer ni sesuai dgn saya. Tak rasa berat , ringan je . Function jugak lah recommended"
"nanakiman",4,"Texture:cr Skin Type:kering dan berjeragat  Brg smpi dlm keadaan baik,penghntaran cepat cume serum tuh packaging dia x mcm sebelum ni...adakah pakging bru?dia punya tulisan kt label pn lain? Adkah fake?"
"h*****h",4,"Skin Suitability:okay kot Effectiveness:xtAw la  Pakai 2 botol dah, xtaw la kulit ni okay ke tak,. Emm, tapi Masih beli lagi, rege okay la murah Dari kedai2 yg saya tgk ,. Kalau xngam trpksa stop luu ..."
"c*****g",4,"Texture feels absorbable, look forward for better hydration for my very dry skin"
"dinosaurkong88",4,"Skin Suitability:nice Absorption:ok  Fast delivery. Light texture. Feels skin is moisturised in the morning after applying at night before sleep."
"e*****i",4,"Penghantaran cepat, barang diterima baik tiada kerosakan. Kualiti ok, sesuai dengan kulit."
"x*****9",4,"Absorption:fast Skin Suitability:combination skin  First try this moisture gel. It’s not greasy, fast absorption but got quite strong fragrant smell. So far so good."
"p*****8",4,"Absorption:good Skin Suitability:good  Good product quality and fast delivery of the products"
"a*****e",4,"Really love this moisturiser as it suit on my sensitive skin and really moisturise my skin. Been using this moisturiser for 2/3 years & not going to change it with others."
